LocationType,Location,TimeFrame,DataFormat,Data
County,Clay,2007,Percent,0.07278
County,Clay,2008,Percent,0.05482
County,Clay,2009,Percent,0.061
County,Clay,1999,Number,98
County,Clay,2000,Number,103
County,Clay,2001,Number,107
County,Clay,2002,Number,112
County,Clay,2003,Number,103
County,Clay,2004,Number,99
County,Clay,2005,Number,122
County,Clay,2006,Number,122
County,Clay,2007,Number,123
County,Clay,2008,Number,93
County,Clay,2009,Number,103
County,Clay,2010,Number,150
County,Clay,2010,Percent,0.0911
County,Clay,2011,Number,116.5
County,Clay,2011,Percent,0.07236
County,Clay,2012,Number,108.83333
County,Clay,2012,Percent,0.06853
County,Clay,2013,Number,96.08333
County,Clay,2013,Percent,0.06207
County,Clay,2014,Number,80.5
County,Clay,2014,Percent,0.0515
County,Clay,2015,Number,87.33333
County,Clay,2015,Percent,0.05761
County,Clay,2016,Number,81.66667
County,Clay,2016,Percent,0.05387
County,Clay,2017,Number,66.66667
County,Clay,2017,Percent,0.04352
County,Clay,2018,Number,60.58333
County,Clay,2018,Percent,0.03939
County,Clay,2019,Number,47
County,Clay,2019,Percent,0.03096
County,Cocke,1999,Percent,0.071
County,Cocke,2000,Percent,0.065
County,Cocke,2001,Percent,0.066
County,Cocke,2002,Percent,0.063
County,Cocke,2003,Percent,0.062
County,Cocke,2004,Percent,0.073
County,Cocke,2005,Percent,0.074
County,Cocke,2006,Percent,0.071
County,Cocke,2007,Percent,0.06829
County,Cocke,2008,Percent,0.06409
County,Cocke,2009,Percent,0.068
County,Cocke,1999,Number,529
County,Cocke,2000,Number,484
County,Cocke,2001,Number,507
County,Cocke,2002,Number,489
County,Cocke,2003,Number,478
County,Cocke,2004,Number,567
County,Cocke,2005,Number,578
County,Cocke,2006,Number,560
County,Cocke,2007,Number,532
County,Cocke,2008,Number,500
County,Cocke,2009,Number,533
County,Cocke,2010,Number,568
County,Cocke,2010,Percent,0.0742
County,Cocke,2011,Number,558.25
County,Cocke,2011,Percent,0.07486
County,Cocke,2012,Number,531.16667
County,Cocke,2012,Percent,0.0718
County,Cocke,2013,Number,496.75
County,Cocke,2013,Percent,0.06759
County,Cocke,2014,Number,476.83333
County,Cocke,2014,Percent,0.06573
County,Cocke,2015,Number,396.58333
County,Cocke,2015,Percent,0.0554
County,Cocke,2016,Number,353.41667
County,Cocke,2016,Percent,0.04937
County,Cocke,2017,Number,326.66667
County,Cocke,2017,Percent,0.04551
County,Cocke,2018,Number,350.5
County,Cocke,2018,Percent,0.04894
County,Cocke,2019,Number,362
County,Cocke,2019,Percent,0.05055
County,Coffee,1999,Percent,0.04
County,Coffee,2000,Percent,0.038
County,Coffee,2001,Percent,0.044
County,Coffee,2002,Percent,0.052
County,Coffee,2003,Percent,0.056
County,Coffee,2004,Percent,0.061
County,Coffee,2005,Percent,0.069
County,Coffee,2006,Percent,0.064
County,Coffee,2007,Percent,0.05975
County,Coffee,2008,Percent,0.05558
County,Coffee,2009,Percent,0.062
County,Coffee,1999,Number,492
County,Coffee,2000,Number,471
County,Coffee,2001,Number,534
County,Coffee,2002,Number,635
County,Coffee,2003,Number,687
County,Coffee,2004,Number,750
County,Coffee,2005,Number,852
County,Coffee,2006,Number,794
County,Coffee,2007,Number,747
County,Coffee,2008,Number,698
County,Coffee,2009,Number,781
County,Coffee,2010,Number,881
County,Coffee,2010,Percent,0.0685
County,Coffee,2011,Number,809
County,Coffee,2011,Percent,0.06419
County,Coffee,2012,Number,820.83333
County,Coffee,2012,Percent,0.06495
County,Coffee,2013,Number,714.83333
County,Coffee,2013,Percent,0.05645
County,Coffee,2014,Number,681.91667
County,Coffee,2014,Percent,0.05384
County,Coffee,2015,Number,577.16667
County,Coffee,2015,Percent,0.04496
County,Coffee,2016,Number,503.08333
County,Coffee,2016,Percent,0.03919
County,Coffee,2017,Number,439.75
County,Coffee,2017,Percent,0.03366
County,Coffee,2018,Number,394.16667
County,Coffee,2018,Percent,0.02975
County,Coffee,2019,Number,356
County,Coffee,2019,Percent,0.02641
County,Crockett,1999,Percent,0.036
County,Crockett,2000,Percent,0.031
County,Crockett,2001,Percent,0.028
County,Crockett,2002,Percent,0.033
County,Crockett,2003,Percent,0.038
County,Crockett,2004,Percent,0.046
County,Crockett,2005,Percent,0.044
County,Crockett,2006,Percent,0.048
County,Crockett,2007,Percent,0.04215
County,Crockett,2008,Percent,0.04681
County,Crockett,2009,Percent,0.045
County,Crockett,1999,Number,126
County,Crockett,2000,Number,108
County,Crockett,2001,Number,102
County,Crockett,2002,Number,123
County,Crockett,2003,Number,143
County,Crockett,2004,Number,173
County,Crockett,2005,Number,169
County,Crockett,2006,Number,187
County,Crockett,2007,Number,148
County,Crockett,2008,Number,166
County,Crockett,2009,Number,160
County,Crockett,2010,Number,205
County,Crockett,2010,Percent,0.0574
County,Crockett,2011,Number,198.66667
County,Crockett,2011,Percent,0.05573
County,Crockett,2012,Number,175.66667
County,Crockett,2012,Percent,0.04996
County,Crockett,2013,Number,162.16667
County,Crockett,2013,Percent,0.04696
County,Crockett,2014,Number,177.58333
County,Crockett,2014,Percent,0.05055
County,Crockett,2015,Number,140.5
County,Crockett,2015,Percent,0.0403
County,Crockett,2016,Number,125.75
County,Crockett,2016,Percent,0.03607
County,Crockett,2017,Number,95.58333
County,Crockett,2017,Percent,0.02789
County,Crockett,2018,Number,80.41667
County,Crockett,2018,Percent,0.02409
County,Crockett,2019,Number,67
County,Crockett,2019,Percent,0.02034
County,Cumberland,1999,Percent,0.046
County,Cumberland,2000,Percent,0.053
County,Cumberland,2001,Percent,0.053
County,Cumberland,2002,Percent,0.057
County,Cumberland,2003,Percent,0.062
County,Cumberland,2004,Percent,0.073
County,Cumberland,2005,Percent,0.064
County,Cumberland,2006,Percent,0.057
County,Cumberland,2007,Percent,0.04171
County,Cumberland,2008,Percent,0.04033
County,Cumberland,2009,Percent,0.044
County,Cumberland,1999,Number,433
County,Cumberland,2000,Number,502
County,Cumberland,2001,Number,530
County,Cumberland,2002,Number,578
County,Cumberland,2003,Number,636
County,Cumberland,2004,Number,754
County,Cumberland,2005,Number,661
County,Cumberland,2006,Number,591
County,Cumberland,2007,Number,443
County,Cumberland,2008,Number,430
County,Cumberland,2009,Number,476
County,Cumberland,2010,Number,509
County,Cumberland,2010,Percent,0.0477
County,Cumberland,2011,Number,476.91667
County,Cumberland,2011,Percent,0.04528
County,Cumberland,2012,Number,477.25
County,Cumberland,2012,Percent,0.04577
County,Cumberland,2013,Number,441
County,Cumberland,2013,Percent,0.04216
County,Cumberland,2014,Number,497.91667
County,Cumberland,2014,Percent,0.04767
County,Cumberland,2015,Number,527.58333
County,Cumberland,2015,Percent,0.05105
County,Cumberland,2016,Number,459.08333
County,Cumberland,2016,Percent,0.04442
County,Cumberland,2017,Number,405.83333
County,Cumberland,2017,Percent,0.03885
